"Subject"	"Session"	"DemoAge.RESP"	"DemoEthnicity.RESP"	"DemoGender.RESP"	"DemoRace.RESP"	"responseMappingTool"	"Block"	"Procedure.Block."	"toolResponse"	"weaponResponse"	"Trial"	"blockName"	"Practice.Trial."	"SubTrial"	"CorrectResponse"	"facePictureFile"	"ITIDuration"	"PrimeType"	"responseAccData"	"rtFeedbackText"	"targetPictureFile"	"TargetType"	"TargetWIT.ACC"	"TargetWIT.CRESP"	"TargetWIT.RESP"	"TargetWIT.RT"	"errorQSlide.RESP"	"IMS"	"EMS"
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	129	"l"	"blackFace6.bmp"	800	"black"	1	"+"	"tool2.bmp"	"tool"	0	"l"	"a"	285	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	130	"l"	"whiteFace7.bmp"	1200	"white"	2	"+"	"tool1.bmp"	"tool"	1	"l"	"l"	316	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	131	"a"	"blackFace8.bmp"	1000	"black"	2	"+"	"weapon4.bmp"	"weapon"	1	"a"	"a"	291	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	132	"l"	"blackFace3.bmp"	1200	"black"	1	"+"	"tool1.bmp"	"tool"	0	"l"	"a"	435	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	133	"l"	"blackFace6.bmp"	800	"black"	3	"TOO SLOW"	"tool1.bmp"	"tool"	0	"l"	""	0	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	134	"a"	"whiteFace6.bmp"	1000	"white"	2	"+"	"weapon4.bmp"	"weapon"	1	"a"	"a"	432	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	135	"a"	"whiteFace5.bmp"	1200	"white"	1	"+"	"weapon1.bmp"	"weapon"	0	"a"	"l"	288	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	136	"l"	"whiteFace2.bmp"	800	"white"	1	"+"	"tool3.bmp"	"tool"	0	"l"	"a"	223	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	137	"a"	"blackFace7.bmp"	1000	"black"	1	"+"	"weapon2.bmp"	"weapon"	0	"a"	"l"	391	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	138	"a"	"blackFace4.bmp"	800	"black"	2	"+"	"weapon1.bmp"	"weapon"	1	"a"	"a"	230	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	139	"l"	"whiteFace1.bmp"	1000	"white"	2	"+"	"tool1.bmp"	"tool"	1	"l"	"l"	365	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	140	"l"	"whiteFace5.bmp"	1200	"white"	1	"+"	"tool1.bmp"	"tool"	0	"l"	"a"	285	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	141	"l"	"whiteFace5.bmp"	1200	"white"	2	"+"	"tool2.bmp"	"tool"	1	"l"	"l"	332	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	142	"l"	"blackFace1.bmp"	800	"black"	3	"TOO SLOW"	"tool2.bmp"	"tool"	0	"l"	""	0	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	143	"a"	"blackFace5.bmp"	1000	"black"	1	"+"	"weapon2.bmp"	"weapon"	0	"a"	"l"	410	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	144	"l"	"whiteFace4.bmp"	800	"white"	1	"+"	"tool3.bmp"	"tool"	0	"l"	"a"	249	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	145	"l"	"blackFace6.bmp"	1000	"black"	2	"+"	"tool3.bmp"	"tool"	1	"l"	"l"	281	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	146	"a"	"whiteFace3.bmp"	1200	"white"	2	"+"	"weapon3.bmp"	"weapon"	1	"a"	"a"	440	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	147	"l"	"whiteFace8.bmp"	1200	"white"	1	"+"	"tool1.bmp"	"tool"	0	"l"	"a"	335	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	148	"a"	"blackFace4.bmp"	800	"black"	1	"+"	"weapon3.bmp"	"weapon"	0	"a"	"l"	351	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	149	"a"	"whiteFace7.bmp"	1000	"white"	2	"+"	"weapon2.bmp"	"weapon"	1	"a"	"a"	270	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	150	"l"	"whiteFace7.bmp"	800	"white"	2	"+"	"tool4.bmp"	"tool"	1	"l"	"l"	438	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	151	"l"	"blackFace4.bmp"	1200	"black"	1	"+"	"tool2.bmp"	"tool"	0	"l"	"a"	189	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	152	"a"	"blackFace2.bmp"	1000	"black"	1	"+"	"weapon3.bmp"	"weapon"	0	"a"	"l"	92	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	153	"a"	"whiteFace2.bmp"	1200	"white"	1	"+"	"weapon4.bmp"	"weapon"	0	"a"	"l"	356	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	154	"l"	"whiteFace8.bmp"	1000	"white"	1	"+"	"tool3.bmp"	"tool"	0	"l"	"a"	195	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	155	"l"	"whiteFace8.bmp"	800	"white"	1	"+"	"tool4.bmp"	"tool"	0	"l"	"a"	306	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	156	"a"	"whiteFace4.bmp"	1200	"white"	1	"+"	"weapon4.bmp"	"weapon"	0	"a"	"l"	450	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	157	"l"	"blackFace8.bmp"	800	"black"	1	"+"	"tool2.bmp"	"tool"	0	"l"	"a"	297	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	158	"a"	"blackFace5.bmp"	1000	"black"	3	"TOO SLOW"	"weapon1.bmp"	"weapon"	0	"a"	""	0	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	159	"a"	"whiteFace2.bmp"	1200	"white"	3	"TOO SLOW"	"weapon3.bmp"	"weapon"	0	"a"	""	0	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	160	"a"	"blackFace3.bmp"	1000	"black"	3	"TOO SLOW"	"weapon1.bmp"	"weapon"	0	"a"	""	0	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	161	"a"	"blackFace8.bmp"	800	"black"	1	"+"	"weapon2.bmp"	"weapon"	0	"a"	"l"	238	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	162	"a"	"whiteFace6.bmp"	1200	"white"	2	"+"	"weapon1.bmp"	"weapon"	1	"a"	"a"	237	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	163	"a"	"blackFace3.bmp"	1000	"black"	2	"+"	"weapon2.bmp"	"weapon"	1	"a"	"a"	205	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	164	"a"	"blackFace6.bmp"	800	"black"	2	"+"	"weapon4.bmp"	"weapon"	1	"a"	"a"	227	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	165	"l"	"blackFace3.bmp"	1200	"black"	3	"TOO SLOW"	"tool4.bmp"	"tool"	0	"l"	""	0	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	166	"a"	"whiteFace8.bmp"	1000	"white"	3	"TOO SLOW"	"weapon3.bmp"	"weapon"	0	"a"	""	0	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	167	"a"	"blackFace3.bmp"	800	"black"	1	"+"	"weapon4.bmp"	"weapon"	0	"a"	"l"	392	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	168	"l"	"blackFace1.bmp"	1000	"black"	1	"+"	"tool1.bmp"	"tool"	0	"l"	"a"	216	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	169	"a"	"whiteFace5.bmp"	1200	"white"	2	"+"	"weapon3.bmp"	"weapon"	1	"a"	"a"	239	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	170	"l"	"blackFace5.bmp"	800	"black"	2	"+"	"tool4.bmp"	"tool"	1	"l"	"l"	415	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	171	"l"	"blackFace7.bmp"	800	"black"	1	"+"	"tool2.bmp"	"tool"	0	"l"	"a"	446	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	172	"a"	"whiteFace1.bmp"	1000	"white"	2	"+"	"weapon3.bmp"	"weapon"	1	"a"	"a"	493	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	173	"a"	"whiteFace6.bmp"	1200	"white"	2	"+"	"weapon3.bmp"	"weapon"	1	"a"	"a"	477	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	174	"l"	"blackFace5.bmp"	800	"black"	3	"TOO SLOW"	"tool2.bmp"	"tool"	0	"l"	""	0	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	175	"a"	"blackFace5.bmp"	1000	"black"	1	"+"	"weapon3.bmp"	"weapon"	0	"a"	"l"	291	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	176	"l"	"whiteFace3.bmp"	1200	"white"	2	"+"	"tool3.bmp"	"tool"	1	"l"	"l"	427	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	177	"a"	"whiteFace7.bmp"	800	"white"	3	"TOO SLOW"	"weapon3.bmp"	"weapon"	0	"a"	""	0	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	178	"a"	"blackFace4.bmp"	1200	"black"	2	"+"	"weapon4.bmp"	"weapon"	1	"a"	"a"	361	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	179	"l"	"blackFace2.bmp"	1000	"black"	1	"+"	"tool3.bmp"	"tool"	0	"l"	"a"	248	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	180	"l"	"whiteFace1.bmp"	1000	"white"	2	"+"	"tool2.bmp"	"tool"	1	"l"	"l"	328	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	181	"l"	"blackFace2.bmp"	1200	"black"	2	"+"	"tool2.bmp"	"tool"	1	"l"	"l"	383	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	182	"l"	"blackFace1.bmp"	800	"black"	2	"+"	"tool4.bmp"	"tool"	1	"l"	"l"	438	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	183	"a"	"whiteFace5.bmp"	1200	"white"	2	"+"	"weapon2.bmp"	"weapon"	1	"a"	"a"	366	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	184	"l"	"blackFace2.bmp"	1000	"black"	2	"+"	"tool4.bmp"	"tool"	1	"l"	"l"	421	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	185	"l"	"whiteFace3.bmp"	800	"white"	2	"+"	"tool4.bmp"	"tool"	1	"l"	"l"	492	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	186	"l"	"whiteFace3.bmp"	800	"white"	2	"+"	"tool2.bmp"	"tool"	1	"l"	"l"	404	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	187	"l"	"whiteFace3.bmp"	1200	"white"	1	"+"	"tool1.bmp"	"tool"	0	"l"	"a"	475	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	188	"a"	"whiteFace8.bmp"	1000	"white"	2	"+"	"weapon1.bmp"	"weapon"	1	"a"	"a"	482	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	189	"a"	"blackFace7.bmp"	1000	"black"	3	"TOO SLOW"	"weapon4.bmp"	"weapon"	0	"a"	""	0	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	190	"a"	"whiteFace1.bmp"	1200	"white"	2	"+"	"weapon2.bmp"	"weapon"	1	"a"	"a"	489	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	191	"a"	"blackFace1.bmp"	800	"black"	2	"+"	"weapon4.bmp"	"weapon"	1	"a"	"a"	352	NA	NA	NA
3	1	1	3	1	4	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	192	"l"	"whiteFace7.bmp"	800	"white"	2	"+"	"tool2.bmp"	"tool"	1	"l"	"l"	439	NA	NA	NA
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	1	"l"	"whiteFace3.bmp"	1200	"white"	3	"TOO SLOW"	"tool1.bmp"	"tool"	0	"l"	""	0	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	2	"l"	"blackFace5.bmp"	1000	"black"	3	"TOO SLOW"	"tool4.bmp"	"tool"	0	"l"	""	0	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	3	"l"	"whiteFace7.bmp"	1200	"white"	2	"+"	"tool4.bmp"	"tool"	1	"l"	"l"	414	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	4	"a"	"whiteFace4.bmp"	800	"white"	2	"+"	"weapon3.bmp"	"weapon"	1	"a"	"a"	334	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	5	"a"	"whiteFace1.bmp"	1000	"white"	2	"+"	"weapon2.bmp"	"weapon"	1	"a"	"a"	333	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	6	"a"	"whiteFace3.bmp"	800	"white"	2	"+"	"weapon2.bmp"	"weapon"	1	"a"	"a"	357	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	7	"l"	"blackFace2.bmp"	1000	"black"	2	"+"	"tool3.bmp"	"tool"	1	"l"	"l"	428	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	8	"a"	"whiteFace7.bmp"	1200	"white"	2	"+"	"weapon3.bmp"	"weapon"	1	"a"	"a"	419	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	9	"a"	"blackFace5.bmp"	1000	"black"	2	"+"	"weapon4.bmp"	"weapon"	1	"a"	"a"	499	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	10	"a"	"whiteFace7.bmp"	800	"white"	2	"+"	"weapon4.bmp"	"weapon"	1	"a"	"a"	354	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	11	"l"	"whiteFace5.bmp"	1200	"white"	2	"+"	"tool4.bmp"	"tool"	1	"l"	"l"	449	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	12	"l"	"whiteFace8.bmp"	800	"white"	2	"+"	"tool4.bmp"	"tool"	1	"l"	"l"	393	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	13	"a"	"whiteFace8.bmp"	1000	"white"	2	"+"	"weapon2.bmp"	"weapon"	1	"a"	"a"	392	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	14	"a"	"whiteFace3.bmp"	1200	"white"	2	"+"	"weapon1.bmp"	"weapon"	1	"a"	"a"	375	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	15	"a"	"blackFace3.bmp"	1200	"black"	2	"+"	"weapon2.bmp"	"weapon"	1	"a"	"a"	463	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	16	"a"	"blackFace8.bmp"	800	"black"	2	"+"	"weapon2.bmp"	"weapon"	1	"a"	"a"	262	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	17	"a"	"blackFace1.bmp"	1000	"black"	2	"+"	"weapon4.bmp"	"weapon"	1	"a"	"a"	366	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	18	"l"	"whiteFace1.bmp"	1000	"white"	2	"+"	"tool2.bmp"	"tool"	1	"l"	"l"	397	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	19	"a"	"whiteFace8.bmp"	800	"white"	2	"+"	"weapon3.bmp"	"weapon"	1	"a"	"a"	412	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	20	"l"	"whiteFace6.bmp"	1200	"white"	2	"+"	"tool2.bmp"	"tool"	1	"l"	"l"	428	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	21	"a"	"whiteFace1.bmp"	1000	"white"	2	"+"	"weapon1.bmp"	"weapon"	1	"a"	"a"	379	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	22	"l"	"whiteFace8.bmp"	800	"white"	2	"+"	"tool2.bmp"	"tool"	1	"l"	"l"	426	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	23	"a"	"blackFace4.bmp"	1200	"black"	2	"+"	"weapon1.bmp"	"weapon"	1	"a"	"a"	426	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	24	"l"	"blackFace7.bmp"	800	"black"	1	"+"	"tool4.bmp"	"tool"	0	"l"	"a"	401	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	25	"l"	"blackFace5.bmp"	1200	"black"	2	"+"	"tool3.bmp"	"tool"	1	"l"	"l"	392	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	26	"a"	"whiteFace6.bmp"	1000	"white"	2	"+"	"weapon1.bmp"	"weapon"	1	"a"	"a"	392	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	27	"l"	"blackFace4.bmp"	1200	"black"	2	"+"	"tool3.bmp"	"tool"	1	"l"	"l"	383	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	28	"a"	"whiteFace1.bmp"	1000	"white"	2	"+"	"weapon4.bmp"	"weapon"	1	"a"	"a"	391	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	29	"l"	"blackFace7.bmp"	800	"black"	3	"TOO SLOW"	"tool1.bmp"	"tool"	0	"l"	""	0	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	30	"a"	"whiteFace6.bmp"	1200	"white"	2	"+"	"weapon3.bmp"	"weapon"	1	"a"	"a"	372	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	31	"l"	"whiteFace2.bmp"	800	"white"	2	"+"	"tool2.bmp"	"tool"	1	"l"	"l"	372	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	32	"a"	"blackFace1.bmp"	1000	"black"	2	"+"	"weapon2.bmp"	"weapon"	1	"a"	"a"	499	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	33	"l"	"blackFace3.bmp"	1000	"black"	2	"+"	"tool3.bmp"	"tool"	1	"l"	"l"	402	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	34	"l"	"whiteFace5.bmp"	800	"white"	2	"+"	"tool1.bmp"	"tool"	1	"l"	"l"	474	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	35	"a"	"whiteFace6.bmp"	1200	"white"	2	"+"	"weapon4.bmp"	"weapon"	1	"a"	"a"	433	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	36	"l"	"blackFace6.bmp"	1000	"black"	2	"+"	"tool3.bmp"	"tool"	1	"l"	"l"	416	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	37	"l"	"blackFace4.bmp"	1200	"black"	1	"+"	"tool2.bmp"	"tool"	0	"l"	"a"	400	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	38	"a"	"blackFace7.bmp"	800	"black"	2	"+"	"weapon1.bmp"	"weapon"	1	"a"	"a"	447	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	39	"a"	"blackFace2.bmp"	1200	"black"	3	"TOO SLOW"	"weapon3.bmp"	"weapon"	0	"a"	""	0	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	40	"l"	"whiteFace7.bmp"	1000	"white"	3	"TOO SLOW"	"tool1.bmp"	"tool"	0	"l"	""	0	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	41	"l"	"blackFace1.bmp"	800	"black"	2	"+"	"tool1.bmp"	"tool"	1	"l"	"l"	437	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	42	"a"	"blackFace1.bmp"	1200	"black"	2	"+"	"weapon1.bmp"	"weapon"	1	"a"	"a"	397	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	43	"l"	"whiteFace3.bmp"	800	"white"	2	"+"	"tool2.bmp"	"tool"	1	"l"	"l"	380	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	44	"l"	"whiteFace2.bmp"	1000	"white"	2	"+"	"tool3.bmp"	"tool"	1	"l"	"l"	403	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	45	"l"	"blackFace7.bmp"	1000	"black"	2	"+"	"tool3.bmp"	"tool"	1	"l"	"l"	403	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	46	"l"	"blackFace8.bmp"	800	"black"	1	"+"	"tool1.bmp"	"tool"	0	"l"	"a"	450	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	47	"a"	"blackFace3.bmp"	1200	"black"	1	"+"	"weapon3.bmp"	"weapon"	0	"a"	"l"	385	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	48	"l"	"whiteFace1.bmp"	1200	"white"	2	"+"	"tool3.bmp"	"tool"	1	"l"	"l"	401	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	49	"l"	"blackFace5.bmp"	800	"black"	2	"+"	"tool2.bmp"	"tool"	1	"l"	"l"	424	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	50	"a"	"whiteFace1.bmp"	1000	"white"	2	"+"	"weapon3.bmp"	"weapon"	1	"a"	"a"	496	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	51	"a"	"whiteFace3.bmp"	1200	"white"	2	"+"	"weapon3.bmp"	"weapon"	1	"a"	"a"	391	NA	7.6	7.4
30	1	1	2	2	5	"toolRight"	1	"WITproc"	"l"	"a"	2	"WIT"	"no"	52	"l"	"blackFace2.bmp"	800	"black"	2	"+"	"tool1.bmp"	"tool"	1	"l"	"l"	414	NA	7.6	7.4
