"Subject"	"Session"	"DemoAge.RESP"	"DemoEthnicity.RESP"	"DemoGender.RESP"	"DemoRace.RESP"	"responseMappingTool"	"Block"	"Procedure.Block."	"toolResponse"	"weaponResponse"	"Trial"	"blockName"	"Practice.Trial."	"SubTrial"	"CorrectResponse"	"facePictureFile"	"ITIDuration"	"PrimeType"	"responseAccData"	"rtFeedbackText"	"targetPictureFile"	"TargetType"	"TargetWIT.ACC"	"TargetWIT.CRESP"	"TargetWIT.RESP"	"TargetWIT.RT"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	21	"a"	"blackFace7.bmp"	"1000"	"black"	"1"	"+"	"weapon4.bmp"	"weapon"	"0"	"a"	"l"	"369"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	22	"l"	"whiteFace1.bmp"	"1200"	"white"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"225"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	23	"l"	"blackFace8.bmp"	"800"	"black"	"3"	"TOO SLOW"	"tool2.bmp"	"tool"	"0"	"l"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	24	"l"	"whiteFace4.bmp"	"1200"	"white"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"263"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	25	"l"	"blackFace3.bmp"	"1000"	"black"	"3"	"TOO SLOW"	"tool4.bmp"	"tool"	"0"	"l"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	26	"l"	"blackFace4.bmp"	"1200"	"black"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"l"	"l"	"366"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	27	"a"	"whiteFace6.bmp"	"1000"	"white"	"3"	"TOO SLOW"	"weapon2.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	28	"l"	"whiteFace1.bmp"	"800"	"white"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"l"	"l"	"492"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	29	"a"	"blackFace6.bmp"	"800"	"black"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"a"	"a"	"404"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	30	"l"	"blackFace4.bmp"	"1200"	"black"	"1"	"+"	"tool2.bmp"	"tool"	"0"	"l"	"a"	"307"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	31	"l"	"blackFace6.bmp"	"1000"	"black"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"l"	"l"	"426"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	32	"l"	"blackFace7.bmp"	"1200"	"black"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"l"	"l"	"442"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	33	"a"	"whiteFace7.bmp"	"1000"	"white"	"1"	"+"	"weapon1.bmp"	"weapon"	"0"	"a"	"l"	"201"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	34	"a"	"blackFace7.bmp"	"800"	"black"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"a"	"a"	"232"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	35	"a"	"blackFace1.bmp"	"1000"	"black"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"a"	"a"	"336"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	36	"l"	"whiteFace6.bmp"	"1200"	"white"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"223"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	37	"a"	"whiteFace4.bmp"	"800"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"a"	"a"	"495"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	38	"l"	"whiteFace8.bmp"	"800"	"white"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"285"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	39	"l"	"blackFace3.bmp"	"1200"	"black"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"l"	"l"	"396"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	40	"a"	"whiteFace2.bmp"	"1000"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"a"	"a"	"316"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	41	"l"	"blackFace8.bmp"	"800"	"black"	"3"	"TOO SLOW"	"tool1.bmp"	"tool"	"0"	"l"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	42	"l"	"blackFace7.bmp"	"1000"	"black"	"1"	"+"	"tool2.bmp"	"tool"	"0"	"l"	"a"	"394"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	43	"a"	"blackFace6.bmp"	"1200"	"black"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"a"	"a"	"402"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	44	"l"	"whiteFace2.bmp"	"1000"	"white"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"345"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	45	"a"	"whiteFace7.bmp"	"800"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"a"	"a"	"456"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	46	"l"	"blackFace6.bmp"	"1200"	"black"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"336"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	47	"a"	"whiteFace1.bmp"	"800"	"white"	"3"	"TOO SLOW"	"weapon2.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	48	"a"	"blackFace8.bmp"	"1200"	"black"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"a"	"a"	"247"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	49	"a"	"whiteFace1.bmp"	"1000"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"a"	"a"	"302"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	50	"a"	"whiteFace3.bmp"	"1000"	"white"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"a"	"a"	"237"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	51	"l"	"whiteFace8.bmp"	"800"	"white"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"l"	"l"	"397"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	52	"a"	"whiteFace5.bmp"	"1200"	"white"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"a"	"a"	"412"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	53	"a"	"blackFace7.bmp"	"1000"	"black"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"a"	"a"	"475"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	54	"a"	"whiteFace3.bmp"	"1200"	"white"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"a"	"a"	"227"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	55	"a"	"blackFace4.bmp"	"800"	"black"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"a"	"a"	"250"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	56	"a"	"blackFace3.bmp"	"800"	"black"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"a"	"a"	"161"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	57	"l"	"blackFace4.bmp"	"1000"	"black"	"2"	"+"	"tool1.bmp"	"tool"	"1"	"l"	"l"	"241"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	58	"l"	"blackFace2.bmp"	"1200"	"black"	"1"	"+"	"tool2.bmp"	"tool"	"0"	"l"	"a"	"256"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	59	"l"	"blackFace7.bmp"	"800"	"black"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"280"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	60	"l"	"blackFace1.bmp"	"1200"	"black"	"1"	"+"	"tool2.bmp"	"tool"	"0"	"l"	"a"	"247"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	61	"a"	"blackFace7.bmp"	"1000"	"black"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"a"	"a"	"422"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	62	"l"	"whiteFace4.bmp"	"800"	"white"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"l"	"l"	"390"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	63	"l"	"blackFace7.bmp"	"1000"	"black"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"229"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	64	"l"	"whiteFace5.bmp"	"1200"	"white"	"3"	"TOO SLOW"	"tool2.bmp"	"tool"	"0"	"l"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	65	"l"	"blackFace6.bmp"	"1000"	"black"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"l"	"l"	"291"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	66	"a"	"whiteFace8.bmp"	"1200"	"white"	"1"	"+"	"weapon3.bmp"	"weapon"	"0"	"a"	"l"	"298"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	67	"l"	"blackFace1.bmp"	"800"	"black"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"242"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	68	"a"	"blackFace5.bmp"	"1000"	"black"	"3"	"TOO SLOW"	"weapon3.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	69	"a"	"blackFace4.bmp"	"1200"	"black"	"1"	"+"	"weapon1.bmp"	"weapon"	"0"	"a"	"l"	"296"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	70	"l"	"whiteFace3.bmp"	"800"	"white"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"231"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	71	"l"	"whiteFace2.bmp"	"1200"	"white"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"166"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	72	"a"	"whiteFace5.bmp"	"1000"	"white"	"1"	"+"	"weapon2.bmp"	"weapon"	"0"	"a"	"l"	"422"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	73	"a"	"blackFace2.bmp"	"800"	"black"	"3"	"TOO SLOW"	"weapon4.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	74	"a"	"whiteFace5.bmp"	"800"	"white"	"3"	"TOO SLOW"	"weapon4.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	75	"a"	"whiteFace4.bmp"	"1000"	"white"	"3"	"TOO SLOW"	"weapon1.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	76	"a"	"blackFace4.bmp"	"1200"	"black"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"a"	"a"	"250"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	77	"l"	"whiteFace6.bmp"	"800"	"white"	"2"	"+"	"tool1.bmp"	"tool"	"1"	"l"	"l"	"234"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	78	"a"	"whiteFace7.bmp"	"1200"	"white"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"a"	"a"	"353"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	79	"a"	"blackFace6.bmp"	"1000"	"black"	"1"	"+"	"weapon3.bmp"	"weapon"	"0"	"a"	"l"	"241"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	80	"a"	"whiteFace5.bmp"	"800"	"white"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"a"	"a"	"248"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	81	"l"	"whiteFace1.bmp"	"1200"	"white"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"239"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	82	"l"	"blackFace2.bmp"	"1000"	"black"	"1"	"+"	"tool4.bmp"	"tool"	"0"	"l"	"a"	"231"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	83	"a"	"blackFace2.bmp"	"800"	"black"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"a"	"a"	"214"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	84	"l"	"whiteFace2.bmp"	"1000"	"white"	"1"	"+"	"tool4.bmp"	"tool"	"0"	"l"	"a"	"349"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	85	"a"	"whiteFace2.bmp"	"1200"	"white"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"a"	"a"	"293"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	86	"l"	"whiteFace5.bmp"	"1000"	"white"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"260"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	87	"l"	"blackFace1.bmp"	"800"	"black"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"227"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	88	"l"	"whiteFace7.bmp"	"1200"	"white"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"211"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	89	"l"	"whiteFace8.bmp"	"800"	"white"	"1"	"+"	"tool2.bmp"	"tool"	"0"	"l"	"a"	"162"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	90	"a"	"blackFace2.bmp"	"1000"	"black"	"1"	"+"	"weapon2.bmp"	"weapon"	"0"	"a"	"l"	"290"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	91	"a"	"blackFace5.bmp"	"1200"	"black"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"a"	"a"	"161"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	92	"a"	"blackFace5.bmp"	"1200"	"black"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"a"	"a"	"424"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	93	"l"	"blackFace5.bmp"	"1000"	"black"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"264"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	94	"l"	"blackFace8.bmp"	"800"	"black"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"231"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	95	"l"	"blackFace4.bmp"	"800"	"black"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"302"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	96	"l"	"blackFace2.bmp"	"1200"	"black"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"286"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	97	"a"	"whiteFace2.bmp"	"1000"	"white"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"a"	"a"	"212"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	98	"a"	"whiteFace8.bmp"	"1200"	"white"	"1"	"+"	"weapon2.bmp"	"weapon"	"0"	"a"	"l"	"268"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	99	"l"	"blackFace6.bmp"	"1000"	"black"	"1"	"+"	"tool4.bmp"	"tool"	"0"	"l"	"a"	"139"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	100	"a"	"blackFace3.bmp"	"800"	"black"	"3"	"TOO SLOW"	"weapon1.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	101	"a"	"whiteFace7.bmp"	"800"	"white"	"3"	"TOO SLOW"	"weapon2.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	102	"a"	"blackFace1.bmp"	"1000"	"black"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"a"	"a"	"232"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	103	"a"	"blackFace8.bmp"	"1200"	"black"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"a"	"a"	"280"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	104	"l"	"whiteFace5.bmp"	"1000"	"white"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"l"	"l"	"254"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	105	"l"	"blackFace2.bmp"	"800"	"black"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"l"	"l"	"374"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	106	"l"	"blackFace3.bmp"	"1200"	"black"	"2"	"+"	"tool1.bmp"	"tool"	"1"	"l"	"l"	"245"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	107	"l"	"blackFace5.bmp"	"800"	"black"	"1"	"+"	"tool2.bmp"	"tool"	"0"	"l"	"a"	"292"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	108	"a"	"whiteFace3.bmp"	"1000"	"white"	"1"	"+"	"weapon4.bmp"	"weapon"	"0"	"a"	"l"	"276"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	109	"l"	"blackFace5.bmp"	"1200"	"black"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"315"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	110	"l"	"whiteFace6.bmp"	"1000"	"white"	"1"	"+"	"tool4.bmp"	"tool"	"0"	"l"	"a"	"322"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	111	"a"	"whiteFace1.bmp"	"800"	"white"	"3"	"TOO SLOW"	"weapon3.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	112	"a"	"whiteFace8.bmp"	"1200"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"a"	"a"	"241"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	113	"l"	"blackFace3.bmp"	"800"	"black"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"l"	"l"	"345"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	114	"l"	"whiteFace5.bmp"	"1000"	"white"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"l"	"l"	"248"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	115	"l"	"blackFace8.bmp"	"1200"	"black"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"l"	"l"	"407"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	116	"a"	"blackFace3.bmp"	"800"	"black"	"1"	"+"	"weapon4.bmp"	"weapon"	"0"	"a"	"l"	"175"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	117	"l"	"whiteFace3.bmp"	"1200"	"white"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"230"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	118	"l"	"whiteFace4.bmp"	"1000"	"white"	"3"	"TOO SLOW"	"tool2.bmp"	"tool"	"0"	"l"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	119	"l"	"whiteFace6.bmp"	"1000"	"white"	"3"	"TOO SLOW"	"tool2.bmp"	"tool"	"0"	"l"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	120	"a"	"blackFace4.bmp"	"800"	"black"	"3"	"TOO SLOW"	"weapon4.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	121	"a"	"whiteFace6.bmp"	"1200"	"white"	"3"	"TOO SLOW"	"weapon1.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	122	"a"	"blackFace1.bmp"	"800"	"black"	"3"	"TOO SLOW"	"weapon3.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	123	"l"	"whiteFace8.bmp"	"1200"	"white"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"361"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	124	"l"	"blackFace1.bmp"	"1000"	"black"	"3"	"TOO SLOW"	"tool4.bmp"	"tool"	"0"	"l"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	125	"a"	"blackFace3.bmp"	"1000"	"black"	"3"	"TOO SLOW"	"weapon2.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	126	"a"	"whiteFace4.bmp"	"1200"	"white"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"a"	"a"	"351"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	127	"a"	"whiteFace4.bmp"	"800"	"white"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"a"	"a"	"262"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	128	"l"	"whiteFace7.bmp"	"1000"	"white"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"l"	"a"	"270"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	129	"a"	"blackFace7.bmp"	"1200"	"black"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"a"	"a"	"261"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	130	"l"	"whiteFace4.bmp"	"800"	"white"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"l"	"a"	"236"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	131	"a"	"blackFace1.bmp"	"1200"	"black"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"a"	"a"	"484"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	132	"a"	"whiteFace3.bmp"	"800"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"a"	"a"	"323"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	133	"a"	"blackFace5.bmp"	"1000"	"black"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"a"	"a"	"378"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	134	"a"	"whiteFace4.bmp"	"1000"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"a"	"a"	"202"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	135	"l"	"blackFace3.bmp"	"1200"	"black"	"1"	"+"	"tool2.bmp"	"tool"	"0"	"l"	"a"	"232"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	136	"a"	"whiteFace5.bmp"	"800"	"white"	"3"	"TOO SLOW"	"weapon4.bmp"	"weapon"	"0"	"a"	""	"0"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	137	"a"	"whiteFace4.bmp"	"800"	"white"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"a"	"a"	"231"
18	1	1	3	2	5	"toolRight"	2	"WITproc"	"l"	"a"	2	"WIT"	"no"	138	"a"	"whiteFace7.bmp"	"1200"	"white"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"a"	"a"	"254"
